identifier;street_name;longitude;latitude;order_of_page;original_filename;link;date;title
oai:www.wbc.poznan.pl:46605;rzeczypospolitej;16.923525;52.4124729;other_page;0021.djvu;http://www.wbc.poznan.pl/Content/46605;1935.03.05;Dziennik Poranny 1935.03.05 R.1 Nr4
oai:www.wbc.poznan.pl:46605;kocha;16.904563800000002;52.395101000000004;other_page;0021.djvu;http://www.wbc.poznan.pl/Content/46605;1935.03.05;Dziennik Poranny 1935.03.05 R.1 Nr4
oai:www.wbc.poznan.pl:46605;piotra;16.930022;52.4045005;other_page;0021.djvu;http://www.wbc.poznan.pl/Content/46605;1935.03.05;Dziennik Poranny 1935.03.05 R.1 Nr4
oai:www.wbc.poznan.pl:46605;wielka;16.9376537;52.4085841;other_page;0021.djvu;http://www.wbc.poznan.pl/Content/46605;1935.03.05;Dziennik Poranny 1935.03.05 R.1 Nr4
oai:www.wbc.poznan.pl:46605;św. marcin;16.9220679;52.4068771;other_page;0021.djvu;http://www.wbc.poznan.pl/Content/46605;1935.03.05;Dziennik Poranny 1935.03.05 R.1 Nr4
oai:www.wbc.poznan.pl:46605;pocztowa;16.9287747;52.41022529999999;last_page;0019.djvu;http://www.wbc.poznan.pl/Content/46605;1935.03.05;Dziennik Poranny 1935.03.05 R.1 Nr4
oai:www.wbc.poznan.pl:73442;słowackiego;16.906574600000003;52.4108263;first_page;435_0001.djvu;http://www.wbc.poznan.pl/Content/73442;1938.09.24;Dziennik Poranny 1938.09.24 R.4 Nr219
oai:www.wbc.poznan.pl:73442;królewski;16.923454500000002;52.4097365;other_page;434_0001.djvu;http://www.wbc.poznan.pl/Content/73442;1938.09.24;Dziennik Poranny 1938.09.24 R.4 Nr219
oai:www.wbc.poznan.pl:73442;kocha;16.904563800000002;52.395101000000004;other_page;434_0001.djvu;http://www.wbc.poznan.pl/Content/73442;1938.09.24;Dziennik Poranny 1938.09.24 R.4 Nr219
oai:www.wbc.poznan.pl:73442;dąbrowskiego;16.8593741;52.4262224;first_page;438_0001.djvu;http://www.wbc.poznan.pl/Content/73442;1938.09.24;Dziennik Poranny 1938.09.24 R.4 Nr219
oai:www.wbc.poznan.pl:73442;szeląg;16.946530399999997;52.4215909;first_page;438_0001.djvu;http://www.wbc.poznan.pl/Content/73442;1938.09.24;Dziennik Poranny 1938.09.24 R.4 Nr219
oai:www.wbc.poznan.pl:73442;libelta;16.919961699999998;52.411956700000005;first_page;438_0001.djvu;http://www.wbc.poznan.pl/Content/73442;1938.09.24;Dziennik Poranny 1938.09.24 R.4 Nr219
oai:www.wbc.poznan.pl:73442;wysoka;16.90782;52.412490999999996;last_page;436_0001.djvu;http://www.wbc.poznan.pl/Content/73442;1938.09.24;Dziennik Poranny 1938.09.24 R.4 Nr219
oai:www.wbc.poznan.pl:62259;fredry;16.9177031;52.4096504;first_page;0157_0001.djvu;http://www.wbc.poznan.pl/Content/62259;1939.02.01;Dziennik Poranny 1939.02.01 R.5 Nr26
oai:www.wbc.poznan.pl:62259;fredry;16.9177031;52.4096504;other_page;0158_0001.djvu;http://www.wbc.poznan.pl/Content/62259;1939.02.01;Dziennik Poranny 1939.02.01 R.5 Nr26
oai:www.wbc.poznan.pl:62259;niska;16.914902899999998;52.4155532;last_page;0153_0001.djvu;http://www.wbc.poznan.pl/Content/62259;1939.02.01;Dziennik Poranny 1939.02.01 R.5 Nr26
oai:www.wbc.poznan.pl:62259;rzeczypospolitej;16.923525;52.4124729;last_page;0153_0001.djvu;http://www.wbc.poznan.pl/Content/62259;1939.02.01;Dziennik Poranny 1939.02.01 R.5 Nr26
oai:www.wbc.poznan.pl:50819;habsburgów;16.9137105;52.4128619;first_page;0229.djvu;http://www.wbc.poznan.pl/Content/50819;1938.02.18;Dziennik Poranny 1938.02.18 R.4 Nr39
oai:www.wbc.poznan.pl:50819;wiktorii;16.9212667;52.4076554;first_page;0233.djvu;http://www.wbc.poznan.pl/Content/50819;1938.02.18;Dziennik Poranny 1938.02.18 R.4 Nr39
oai:www.wbc.poznan.pl:50819;królewska;16.919961699999998;52.411956700000005;first_page;0233.djvu;http://www.wbc.poznan.pl/Content/50819;1938.02.18;Dziennik Poranny 1938.02.18 R.4 Nr39
oai:www.wbc.poznan.pl:50819;wielka;16.9376537;52.4085841;first_page;0233.djvu;http://www.wbc.poznan.pl/Content/50819;1938.02.18;Dziennik Poranny 1938.02.18 R.4 Nr39
oai:www.wbc.poznan.pl:50819;królewski;16.923454500000002;52.4097365;first_page;0233.djvu;http://www.wbc.poznan.pl/Content/50819;1938.02.18;Dziennik Poranny 1938.02.18 R.4 Nr39
oai:www.wbc.poznan.pl:50819;piotra;16.930022;52.4045005;last_page;0230.djvu;http://www.wbc.poznan.pl/Content/50819;1938.02.18;Dziennik Poranny 1938.02.18 R.4 Nr39
oai:www.wbc.poznan.pl:50819;rzeczypospolitej;16.923525;52.4124729;last_page;0230.djvu;http://www.wbc.poznan.pl/Content/50819;1938.02.18;Dziennik Poranny 1938.02.18 R.4 Nr39
oai:www.wbc.poznan.pl:50819;wielka;16.9376537;52.4085841;last_page;0230.djvu;http://www.wbc.poznan.pl/Content/50819;1938.02.18;Dziennik Poranny 1938.02.18 R.4 Nr39
oai:www.wbc.poznan.pl:50819;królowej jadwigi;16.930242899999996;52.399787200000006;last_page;0230.djvu;http://www.wbc.poznan.pl/Content/50819;1938.02.18;Dziennik Poranny 1938.02.18 R.4 Nr39
oai:www.wbc.poznan.pl:50819;jadwigi;16.902624199999998;52.41010259999999;last_page;0230.djvu;http://www.wbc.poznan.pl/Content/50819;1938.02.18;Dziennik Poranny 1938.02.18 R.4 Nr39
oai:www.wbc.poznan.pl:50796;niska;16.914902899999998;52.4155532;first_page;0664.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;wielka;16.9376537;52.4085841;first_page;0664.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;niska;16.914902899999998;52.4155532;first_page;0661.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;wielka;16.9376537;52.4085841;first_page;0661.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;wysoka;16.90782;52.412490999999996;last_page;0665.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;niska;16.914902899999998;52.4155532;last_page;0665.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;dąbrowskiego;16.8593741;52.4262224;last_page;0665.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;kanta;16.896773800000002;52.3860708;last_page;0665.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;lodowa;16.898786800000003;52.39179790000001;last_page;0665.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;krasińskiego;16.9122155;52.4123011;last_page;0665.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;fredry;16.9177031;52.4096504;other_page;0666.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;marcinkowskiego;16.9291015;52.4091089;other_page;0666.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;pocztowa;16.9287747;52.41022529999999;other_page;0666.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;ratajczaka;16.9249861;52.40587970000001;other_page;0666.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;żydowska;16.9351622;52.409768;other_page;0666.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:50796;cesarska;16.911282699999997;52.4110435;last_page;0663.djvu;http://www.wbc.poznan.pl/Content/50796;1936.05.10;Dziennik Poranny 1936.05.10 R.2 Nr110
oai:www.wbc.poznan.pl:46608;pocztowa;16.9287747;52.41022529999999;first_page;0037.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;wielka;16.9376537;52.4085841;other_page;0038.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;kozia;16.9327379;52.4072568;other_page;0040.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;paderewskiego;16.9305354;52.4078563;other_page;0040.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;plac wolności;16.9274977;52.40782830000001;other_page;0040.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;pocztowa;16.9287747;52.41022529999999;other_page;0040.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;świętokrzyski;16.9313163;52.405456;other_page;0040.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;27 grudnia;16.9234044;52.408103499999996;other_page;0042.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;plac wolności;16.9274977;52.40782830000001;other_page;0042.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;podgórna;16.931985600000004;52.40564060000001;other_page;0042.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;skośna;16.9152625;52.40723920000001;other_page;0042.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;szkolna;16.9320595;52.4067568;other_page;0042.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;kocha;16.904563800000002;52.395101000000004;other_page;0039.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:46608;niska;16.914902899999998;52.4155532;last_page;0041.djvu;http://www.wbc.poznan.pl/Content/46608;1935.03.08;Dziennik Poranny 1935.03.08 R.1 Nr7
oai:www.wbc.poznan.pl:51227;kocha;16.904563800000002;52.395101000000004;first_page;0664.djvu;http://www.wbc.poznan.pl/Content/51227;1985.05.14;Dziennik Poranny 1938.05.14 R.4 Nr110
oai:www.wbc.poznan.pl:51227;chopina;16.918961300000003;52.413680299999996;first_page;0664.djvu;http://www.wbc.poznan.pl/Content/51227;1985.05.14;Dziennik Poranny 1938.05.14 R.4 Nr110
oai:www.wbc.poznan.pl:51227;wodna;16.9358969;52.407354100000006;first_page;0661.djvu;http://www.wbc.poznan.pl/Content/51227;1985.05.14;Dziennik Poranny 1938.05.14 R.4 Nr110
oai:www.wbc.poznan.pl:51227;wielka;16.9376537;52.4085841;first_page;0661.djvu;http://www.wbc.poznan.pl/Content/51227;1985.05.14;Dziennik Poranny 1938.05.14 R.4 Nr110
oai:www.wbc.poznan.pl:51227;szkolna;16.9320595;52.4067568;other_page;0665.djvu;http://www.wbc.poznan.pl/Content/51227;1985.05.14;Dziennik Poranny 1938.05.14 R.4 Nr110
oai:www.wbc.poznan.pl:51227;kocha;16.904563800000002;52.395101000000004;other_page;0663.djvu;http://www.wbc.poznan.pl/Content/51227;1985.05.14;Dziennik Poranny 1938.05.14 R.4 Nr110
oai:www.wbc.poznan.pl:51227;3 maja;16.924739000000002;52.409063;other_page;0663.djvu;http://www.wbc.poznan.pl/Content/51227;1985.05.14;Dziennik Poranny 1938.05.14 R.4 Nr110
oai:www.wbc.poznan.pl:51227;kocha;16.904563800000002;52.395101000000004;other_page;0660.djvu;http://www.wbc.poznan.pl/Content/51227;1985.05.14;Dziennik Poranny 1938.05.14 R.4 Nr110
oai:www.wbc.poznan.pl:51227;wodna;16.9358969;52.407354100000006;other_page;0660.djvu;http://www.wbc.poznan.pl/Content/51227;1985.05.14;Dziennik Poranny 1938.05.14 R.4 Nr110
oai:www.wbc.poznan.pl:51227;rzeczypospolitej;16.923525;52.4124729;last_page;0662.djvu;http://www.wbc.poznan.pl/Content/51227;1985.05.14;Dziennik Poranny 1938.05.14 R.4 Nr110
oai:www.wbc.poznan.pl:51227;niska;16.914902899999998;52.4155532;last_page;0662.djvu;http://www.wbc.poznan.pl/Content/51227;1985.05.14;Dziennik Poranny 1938.05.14 R.4 Nr110
oai:www.wbc.poznan.pl:51227;kanta;16.896773800000002;52.3860708;last_page;0662.djvu;http://www.wbc.poznan.pl/Content/51227;1985.05.14;Dziennik Poranny 1938.05.14 R.4 Nr110
oai:www.wbc.poznan.pl:73522;kocha;16.904563800000002;52.395101000000004;first_page;548_0001.djvu;http://www.wbc.poznan.pl/Content/73522;1938.10.16;Dziennik Poranny 1938.10.16 R.4 Nr238
oai:www.wbc.poznan.pl:73522;św. marcin;16.9220679;52.4068771;other_page;552_0001.djvu;http://www.wbc.poznan.pl/Content/73522;1938.10.16;Dziennik Poranny 1938.10.16 R.4 Nr238
oai:www.wbc.poznan.pl:73522;kocha;16.904563800000002;52.395101000000004;first_page;551_0001.djvu;http://www.wbc.poznan.pl/Content/73522;1938.10.16;Dziennik Poranny 1938.10.16 R.4 Nr238
oai:www.wbc.poznan.pl:73522;taczaka;16.9223259;52.405465899999996;first_page;551_0001.djvu;http://www.wbc.poznan.pl/Content/73522;1938.10.16;Dziennik Poranny 1938.10.16 R.4 Nr238
oai:www.wbc.poznan.pl:73522;śniadeckich;16.9034508;52.4030718;last_page;547_0001.djvu;http://www.wbc.poznan.pl/Content/73522;1938.10.16;Dziennik Poranny 1938.10.16 R.4 Nr238
oai:www.wbc.poznan.pl:51866;pocztowa;16.9287747;52.41022529999999;first_page;0428.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:51866;pocztowa;16.9287747;52.41022529999999;other_page;0427.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:51866;paderewskiego;16.9305354;52.4078563;first_page;0430.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:51866;niska;16.914902899999998;52.4155532;first_page;0430.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:51866;działowa;16.9310692;52.4129333;other_page;0429.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:51866;kocha;16.904563800000002;52.395101000000004;other_page;0429.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:51866;ratajczaka;16.9249861;52.40587970000001;other_page;0429.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:51866;wielka;16.9376537;52.4085841;other_page;0429.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:51866;nowowiejskiego;16.923525;52.4124729;other_page;0431.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:51866;kanta;16.896773800000002;52.3860708;other_page;0431.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:51866;pocztowa;16.9287747;52.41022529999999;last_page;0432.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:51866;wawrzyniaka;16.8992401;52.4108713;last_page;0432.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:51866;żydowska;16.9351622;52.409768;last_page;0432.djvu;http://www.wbc.poznan.pl/Content/51866;1936.09.23;Dziennik Poranny 1936.09.23 R.2 Nr221
oai:www.wbc.poznan.pl:61336;garbary;16.9381151;52.4087068;first_page;0557_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;pocztowa;16.9287747;52.41022529999999;first_page;0557_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;staszica;16.898459600000002;52.4121849;other_page;0560_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;27 grudnia;16.9234044;52.408103499999996;other_page;0560_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;gwarna;16.9212667;52.4076554;other_page;0560_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;pocztowa;16.9287747;52.41022529999999;other_page;0560_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;matejki;16.900091699999997;52.400732500000004;other_page;0560_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;szkolna;16.9320595;52.4067568;other_page;0560_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;fredry;16.9177031;52.4096504;other_page;0560_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;wielka;16.9376537;52.4085841;other_page;0560_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;warszawska;16.999973100000002;52.41017009999999;first_page;0559_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;warszawska;16.999973100000002;52.41017009999999;last_page;0556_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;królewski;16.923454500000002;52.4097365;last_page;0556_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;kocha;16.904563800000002;52.395101000000004;other_page;0558_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;pocztowa;16.9287747;52.41022529999999;last_page;0555_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:61336;rzeczypospolitej;16.923525;52.4124729;last_page;0555_0001.djvu;http://www.wbc.poznan.pl/Content/61336;1937.10.16;Dziennik Poranny 1937.10.16 R.3 Nr241
oai:www.wbc.poznan.pl:50826;pocztowa;16.9287747;52.41022529999999;first_page;0247.djvu;http://www.wbc.poznan.pl/Content/50826;1938.02.22;Dziennik Poranny 1938.02.22 R.4 Nr42
oai:www.wbc.poznan.pl:50826;wodna;16.9358969;52.407354100000006;last_page;0250.djvu;http://www.wbc.poznan.pl/Content/50826;1938.02.22;Dziennik Poranny 1938.02.22 R.4 Nr42
oai:www.wbc.poznan.pl:50826;południowa;16.9371969;52.41280339999999;last_page;0250.djvu;http://www.wbc.poznan.pl/Content/50826;1938.02.22;Dziennik Poranny 1938.02.22 R.4 Nr42
oai:www.wbc.poznan.pl:50826;bema;16.930493;52.386942;last_page;0250.djvu;http://www.wbc.poznan.pl/Content/50826;1938.02.22;Dziennik Poranny 1938.02.22 R.4 Nr42
oai:www.wbc.poznan.pl:50826;23 lutego;16.9287747;52.41022529999999;last_page;0250.djvu;http://www.wbc.poznan.pl/Content/50826;1938.02.22;Dziennik Poranny 1938.02.22 R.4 Nr42
oai:www.wbc.poznan.pl:50826;roosevelta;16.9130146;52.40849;other_page;0251.djvu;http://www.wbc.poznan.pl/Content/50826;1938.02.22;Dziennik Poranny 1938.02.22 R.4 Nr42
oai:www.wbc.poznan.pl:50826;wielka;16.9376537;52.4085841;other_page;0251.djvu;http://www.wbc.poznan.pl/Content/50826;1938.02.22;Dziennik Poranny 1938.02.22 R.4 Nr42
oai:www.wbc.poznan.pl:50826;karola;16.906574600000003;52.4108263;other_page;0248.djvu;http://www.wbc.poznan.pl/Content/50826;1938.02.22;Dziennik Poranny 1938.02.22 R.4 Nr42
oai:www.wbc.poznan.pl:50826;rzeczypospolitej;16.923525;52.4124729;other_page;0248.djvu;http://www.wbc.poznan.pl/Content/50826;1938.02.22;Dziennik Poranny 1938.02.22 R.4 Nr42
oai:www.wbc.poznan.pl:50826;kocha;16.904563800000002;52.395101000000004;last_page;0249.djvu;http://www.wbc.poznan.pl/Content/50826;1938.02.22;Dziennik Poranny 1938.02.22 R.4 Nr42
oai:www.wbc.poznan.pl:50916;świętokrzyski;16.9313163;52.405456;first_page;0338.djvu;http://www.wbc.poznan.pl/Content/50916;1938.03.11;Dziennik Poranny 1938.03.11 R.4 Nr57
oai:www.wbc.poznan.pl:50916;wodna;16.9358969;52.407354100000006;first_page;0338.djvu;http://www.wbc.poznan.pl/Content/50916;1938.03.11;Dziennik Poranny 1938.03.11 R.4 Nr57
oai:www.wbc.poznan.pl:50916;królewski;16.923454500000002;52.4097365;first_page;0338.djvu;http://www.wbc.poznan.pl/Content/50916;1938.03.11;Dziennik Poranny 1938.03.11 R.4 Nr57
